name,type,frameType,race,banlist_info.ban_tcg,atk,def,level,attribute,views,upvotes,downvotes,net_votes
Igknight Veteran,Pendulum Normal Monster,normal_pendulum,Warrior,,1300.0,2700.0,6.0,FIRE,59506,1,1,0
Igknights Unite,Spell Card,spell,Quick-Play,,,,,,27637,4,0,4
Ignihorse Dragonis,Normal Monster,normal,Sea Serpent,,2400.0,1000.0,7.0,FIRE,8011,0,0,0
"Ignis Heat, the True Dracowarrior",Effect Monster,effect,Wyrm,,2400.0,1000.0,5.0,FIRE,328039,10,3,7
"Ignis Phoenix, the Dracoslayer",Pendulum Effect Monster,effect_pendulum,Warrior,,1700.0,1900.0,4.0,FIRE,121987,0,0,0
Ignister A.I.Land,Spell Card,spell,Field,,,,,,191702,3,4,-1
"Ignister Prominence, the Blasting Dracoslayer",Synchro Monster,synchro,Dragon,,2850.0,0.0,8.0,FIRE,313960,11,1,10
Ignition Beast Volcannon,Fusion Monster,fusion,Machine,,2300.0,1600.0,6.0,EARTH,43440,4,2,2
Ignition Phoenix,Spell Card,spell,Field,,,,,,30775,0,0,0
Ignoble Knight of Black Laundsallyn,Effect Monster,effect,Warrior,,2000.0,800.0,5.0,DARK,55115,2,3,-1
Ignoble Knight of High Laundsallyn,Synchro Monster,synchro,Warrior,,2100.0,900.0,5.0,DARK,100975,5,1,4
"Ikelos, the Dream Mirror Mara",Effect Monster,effect,Fairy,,500.0,0.0,1.0,DARK,114262,3,2,1
"Ikelos, the Dream Mirror Sprite",Effect Monster,effect,Fairy,,0.0,500.0,1.0,LIGHT,112656,4,0,4
Il Blud,Gemini Monster,effect,Zombie,,2100.0,800.0,6.0,DARK,119601,4,0,4
Illegal Knight,Effect Monster,effect,Fiend,,2000.0,2000.0,7.0,DARK,123161,2,0,2
Illusion Balloons,Spell Card,spell,Quick-Play,,,,,,34066,1,0,1
Illusion Gate,Spell Card,spell,Normal,,,,,,267076,0,0,0
Illusion Magic,Spell Card,spell,Quick-Play,,,,,,526439,13,2,11
Illusion of Chaos,Ritual Effect Monster,ritual,Spellcaster,,2100.0,2500.0,7.0,DARK,972869,18,1,17
Illusionist Faceless Mage,Normal Monster,normal,Spellcaster,,1200.0,2200.0,5.0,DARK,210098,9,1,8
Illusionist Faceless Magician,Effect Monster,effect,Spellcaster,,1200.0,2200.0,5.0,DARK,164937,13,0,13
Illusory Snatcher,Effect Monster,effect,Fiend,,2400.0,1000.0,7.0,DARK,19916,1,2,-1
Imairuka,Effect Monster,effect,Sea Serpent,,1000.0,1000.0,2.0,WATER,22888,1,0,1
Imduk the World Chalice Dragon,Link Monster,link,Dragon,,800.0,,0.0,WIND,380754,6,1,5
Immortal Dragon,Synchro Tuner Monster,synchro,Zombie,,500.0,2400.0,6.0,DARK,178926,3,0,3
Immortal Phoenix Gearfried,Effect Monster,effect,Warrior,,3000.0,2200.0,9.0,FIRE,462403,26,1,25
Immortal Ruler,Effect Monster,effect,Zombie,,1800.0,200.0,4.0,EARTH,33495,3,2,1
Impcantation Bookstone,Effect Monster,effect,Spellcaster,,0.0,0.0,5.0,DARK,397065,5,4,1
Impcantation Candoll,Effect Monster,effect,Pyro,,0.0,0.0,4.0,LIGHT,701108,4,0,4
Impcantation Chalislime,Ritual Effect Monster,ritual,Aqua,,2500.0,1800.0,7.0,DARK,532646,10,0,10
Impcantation Inception,Spell Card,spell,Ritual,,,,,,343318,3,1,2
Impcantation Penciplume,Effect Monster,effect,Psychic,,0.0,0.0,3.0,LIGHT,460916,1,0,1
Impcantation Talismandra,Effect Monster,effect,Plant,,0.0,0.0,6.0,DARK,840817,8,3,5
Impcantation Thanatosis,Spell Card,spell,Field,,,,,,58920,2,0,2
Impenetrable Attack,Trap Card,trap,Normal,,,,,,66600,2,0,2
Impenetrable Formation,Spell Card,spell,Continuous,,,,,,62194,2,2,0
Imperial Custom,Trap Card,trap,Continuous,,,,,,145542,3,1,2
Imperial Iron Wall,Trap Card,trap,Continuous,,,,,,289218,5,0,5
Imperial Order,Trap Card,trap,Continuous,Forbidden,,,,,953127,45,533,-488
Imperial Princess Quinquery,XYZ Monster,xyz,Cyberse,,1200.0,2800.0,5.0,DARK,183901,0,0,0
Imperial Tombs of Necrovalley,Trap Card,trap,Counter,,,,,,170941,6,0,6
Imperion Magnum the Superconductive Battlebot,Fusion Monster,fusion,Rock,,4000.0,4000.0,10.0,EARTH,154968,20,3,17
Imposter Shift,Spell Card,spell,Continuous,,,,,,15629,0,0,0
Imprisoned Queen Archfiend,Effect Monster,effect,Fiend,,2600.0,1700.0,8.0,DARK,76283,2,1,1
Imprudent Intrusion,Trap Card,trap,Normal,,,,,,25818,0,0,0
"Imsety, Glory of Horus",Effect Monster,effect,Spellcaster,,3000.0,1800.0,8.0,DARK,1054877,0,0,0
In Papa's Footsteps,Spell Card,spell,Quick-Play,,,,,,12739,0,0,0
Inaba White Rabbit,Spirit Monster,effect,Beast,,700.0,500.0,3.0,EARTH,134575,4,0,4
Inari Fire,Effect Monster,effect,Pyro,,1500.0,200.0,4.0,FIRE,180135,6,4,2
Incandescent Ordeal,Spell Card,spell,Ritual,,,,,,62595,3,0,3
Incarnated Machine Angel,Spell Card,spell,Continuous,,,,,,48213,3,3,0
Incoming Machine!,Spell Card,spell,Normal,,,,,,83668,0,0,0
"Incredible Ecclesia, the Virtuous",Tuner Monster,effect,Spellcaster,,1500.0,1500.0,4.0,LIGHT,1459676,16,3,13
Indigo-Eyes Silver Dragon,XYZ Monster,xyz,Dragon,,4000.0,0.0,8.0,LIGHT,157368,0,0,0
Indiora Doom Volt the Cubic Emperor,Effect Monster,effect,Fairy,,0.0,0.0,4.0,LIGHT,94269,5,1,4
Indomitable Fighter Lei Lei,Effect Monster,effect,Beast-Warrior,,2300.0,0.0,4.0,EARTH,93342,2,2,0
Indomitable Gladiator Beast,Spell Card,spell,Quick-Play,,,,,,53100,1,0,1
Induced Explosion,Trap Card,trap,Normal,,,,,,26302,0,0,0
Indulged Darklord,Effect Monster,effect,Fairy,,1600.0,0.0,4.0,DARK,301753,9,2,7
Infected Mail,Spell Card,spell,Continuous,,,,,,56297,3,0,3
Infernal Dragon,Effect Monster,effect,Dragon,,2000.0,0.0,4.0,DARK,82515,7,0,7
Infernal Flame Banshee,XYZ Monster,xyz,Pyro,,1700.0,600.0,4.0,FIRE,341901,0,0,0
Infernal Flame Emperor,Effect Monster,effect,Pyro,,2700.0,1600.0,9.0,FIRE,56519,18,1,17
Infernal Flame Vixen,XYZ Monster,xyz,Pyro,,2200.0,2000.0,4.0,FIRE,52101,3,0,3
Infernal Incinerator,Effect Monster,effect,Fiend,,2800.0,1800.0,6.0,FIRE,86870,5,0,5
Infernal Punisher,Spell Card,spell,Normal,,,,,,48410,0,0,0
Infernal Strike Fighter,Synchro Monster,synchro,Machine,,2600.0,1800.0,7.0,DARK,47396,0,0,0
Infernalqueen Archfiend,Effect Monster,effect,Fiend,,900.0,1500.0,4.0,FIRE,104412,5,0,5
Infernalqueen Salmon,Effect Monster,effect,Fish,,2400.0,1000.0,5.0,WATER,23582,0,0,0
Infernity Archer,Effect Monster,effect,Fiend,,2000.0,1000.0,6.0,DARK,32864,1,0,1
Infernity Archfiend,Effect Monster,effect,Fiend,,1800.0,1200.0,4.0,DARK,142196,28,2,26
Infernity Avenger,Tuner Monster,effect,Fiend,,0.0,0.0,1.0,DARK,70153,1,0,1
Infernity Barrier,Trap Card,trap,Counter,,,,,,85171,2,3,-1
Infernity Beast,Effect Monster,effect,Beast,,1600.0,1200.0,3.0,DARK,40433,3,4,-1
Infernity Beetle,Tuner Monster,effect,Insect,,1200.0,0.0,2.0,DARK,70750,2,0,2
Infernity Break,Trap Card,trap,Normal,,,,,,57992,2,0,2
Infernity Conjurer,Effect Monster,effect,Fiend,,1200.0,900.0,3.0,DARK,56408,2,0,2
Infernity Destroyer,Effect Monster,effect,Fiend,,2300.0,1000.0,6.0,DARK,40359,5,5,0
Infernity Doom Archfiend,Synchro Monster,synchro,Fiend,,2200.0,1600.0,6.0,DARK,91777,8,0,8
Infernity Doom Dragon,Synchro Monster,synchro,Dragon,,3000.0,2400.0,8.0,DARK,80302,6,2,4
Infernity Dwarf,Effect Monster,effect,Warrior,,800.0,500.0,2.0,DARK,29135,2,0,2
Infernity Force,Trap Card,trap,Normal,,,,,,33457,1,0,1
Infernity General,Effect Monster,effect,Fiend,,2700.0,1500.0,7.0,DARK,44267,2,0,2
Infernity Guardian,Effect Monster,effect,Fiend,,1200.0,1700.0,4.0,DARK,36407,1,0,1
Infernity Inferno,Trap Card,trap,Normal,,,,,,33540,1,0,1
Infernity Knight,Effect Monster,effect,Fiend,,1400.0,400.0,3.0,DARK,26061,1,0,1
Infernity Launcher,Spell Card,spell,Continuous,Limited,,,,,84566,20,0,20
Infernity Mirage,Effect Monster,effect,Fiend,,0.0,0.0,1.0,DARK,83285,1,0,1
Infernity Necromancer,Effect Monster,effect,Fiend,,0.0,2000.0,3.0,DARK,131254,2,0,2
Infernity Paranoia,Spell Card,spell,Normal,,,,,,50436,3,0,3
Infernity Patriarch,Effect Monster,effect,Fiend,,1000.0,2000.0,4.0,DARK,67304,1,0,1
Infernity Pawn,Effect Monster,effect,Fiend,,0.0,0.0,1.0,DARK,16392,0,0,0
Infernity Queen,Effect Monster,effect,Fiend,,300.0,900.0,3.0,DARK,11990,0,0,0
Infernity Randomizer,Effect Monster,effect,Warrior,,900.0,0.0,1.0,DARK,38776,3,0,3
Infernity Reflector,Trap Card,trap,Normal,,,,,,28090,3,2,1
Infernity Sage,Tuner Monster,effect,Fiend,,400.0,800.0,2.0,DARK,38156,2,0,2
Infernity Suppression,Trap Card,trap,Normal,,,,,,30797,1,0,1
Infernity Wildcat,Tuner Monster,effect,Fiend,,1400.0,0.0,3.0,DARK,67996,1,0,1
Inferno,Effect Monster,effect,Pyro,,1100.0,1900.0,4.0,FIRE,116029,4,0,4
Inferno Fire Blast,Spell Card,spell,Normal,,,,,,251077,6,5,1
Inferno Hammer,Effect Monster,effect,Fiend,,2400.0,0.0,6.0,DARK,13505,1,1,0
"Inferno of the Sacred Beasts - Uria, Lord of Searing Flames",Effect Monster,effect,Pyro,,0.0,0.0,10.0,FIRE,72854,0,0,0
Inferno Reckless Summon,Spell Card,spell,Quick-Play,,,,,,238466,3,1,2
Inferno Tempest,Spell Card,spell,Quick-Play,,,,,,120017,6,1,5
Infernoble Knight - Renaud,Effect Monster,effect,Warrior,,500.0,500.0,1.0,FIRE,566510,8,2,6
Infernoble Knight - Roland,Effect Monster,effect,Warrior,,500.0,500.0,1.0,FIRE,145028,3,0,3
Infernoble Knight Astolfo,Effect Monster,effect,Warrior,,500.0,200.0,1.0,FIRE,134921,1,0,1
Infernoble Knight Captain Oliver,Synchro Monster,synchro,Warrior,,2000.0,500.0,5.0,FIRE,78043,6,0,6
Infernoble Knight Captain Roland,Synchro Tuner Monster,synchro,Warrior,,2000.0,500.0,5.0,FIRE,226529,2,0,2
Infernoble Knight Emperor Charles,Synchro Monster,synchro,Warrior,,3000.0,200.0,9.0,FIRE,248296,3,2,1
Infernoble Knight Maugis,Effect Monster,effect,Warrior,,1500.0,1000.0,4.0,FIRE,147981,2,0,2
Infernoble Knight Ogier,Effect Monster,effect,Warrior,,1500.0,2000.0,4.0,FIRE,281764,4,0,4
Infernoble Knight Oliver,Tuner Monster,effect,Warrior,,1000.0,1500.0,4.0,FIRE,299220,5,0,5
Infernoble Knight Ricciardetto,Tuner Monster,effect,Warrior,,500.0,0.0,1.0,FIRE,129023,0,0,0
Infernoble Knight Turpin,Effect Monster,effect,Warrior,,1400.0,1700.0,4.0,FIRE,112330,0,0,0
Infernoid Antra,Effect Monster,effect,Fiend,,0.0,2000.0,2.0,FIRE,87618,3,0,3
Infernoid Attondel,Effect Monster,effect,Fiend,,2800.0,0.0,8.0,FIRE,111617,5,0,5
Infernoid Decatron,Tuner Monster,effect,Fiend,,500.0,200.0,1.0,FIRE,175805,6,2,4
Infernoid Devyaty,Effect Monster,effect,Fiend,,2900.0,2900.0,9.0,FIRE,148692,3,0,3
Infernoid Evil,Fusion Monster,fusion,Fiend,,1100.0,1100.0,1.0,FIRE,95165,0,0,0
Infernoid Flood,Link Monster,link,Fiend,,3000.0,,,FIRE,34788,0,0,0
Infernoid Harmadik,Effect Monster,effect,Fiend,,1600.0,0.0,3.0,FIRE,95067,4,0,4
Infernoid Onuncu,Effect Monster,effect,Fiend,,3000.0,3000.0,10.0,FIRE,145094,6,3,3
Infernoid Patrulea,Effect Monster,effect,Fiend,,1800.0,0.0,4.0,FIRE,106220,4,0,4
Infernoid Piaty,Effect Monster,effect,Fiend,,2200.0,0.0,5.0,FIRE,62741,0,0,0
Infernoid Pirmais,Effect Monster,effect,Fiend,,0.0,0.0,1.0,FIRE,63961,2,1,1
Infernoid Seitsemas,Effect Monster,effect,Fiend,,2600.0,0.0,7.0,FIRE,123828,1,0,1
Infernoid Sjette,Effect Monster,effect,Fiend,,2400.0,0.0,6.0,FIRE,101617,0,0,0
Infernoid Tierra,Fusion Monster,fusion,Fiend,,3400.0,3600.0,11.0,FIRE,130717,8,2,6
Infernoid Token,Token,token,Fiend,,,,,,5091,3,3,0
Infestation Infection,Trap Card,trap,Continuous,,,,,,43280,1,1,0
Infestation Pandemic,Spell Card,spell,Quick-Play,,,,,,58895,3,0,3
Infestation Ripples,Trap Card,trap,Normal,,,,,,18510,2,0,2
Infestation Terminus,Trap Card,trap,Normal,,,,,,24613,2,0,2
Infestation Tool,Trap Card,trap,Normal,,,,,,15935,2,0,2
Infestation Wave,Trap Card,trap,Normal,,,,,,14642,2,0,2
Infinite Antlion,Effect Monster,effect,Insect,,1200.0,1500.0,3.0,EARTH,58151,0,0,0
Infinite Cards,Spell Card,spell,Continuous,,,,,,248418,8,3,5
Infinite Dismissal,Trap Card,trap,Continuous,,,,,,191063,2,2,0
Infinite Impermanence,Trap Card,trap,Normal,,,,,,17334632,69,20,49
Infinite Light,Trap Card,trap,Continuous,,,,,,96045,8,0,8
Infinite Machine,Trap Card,trap,Continuous,,,,,,102130,5,1,4
Infinitrack Anchor Drill,Effect Monster,effect,Machine,,1800.0,500.0,4.0,EARTH,369974,8,3,5
Infinitrack Brutal Dozer,Effect Monster,effect,Machine,,1900.0,2100.0,5.0,EARTH,240264,5,1,4
Infinitrack Crab Crane,Effect Monster,effect,Machine,,2100.0,500.0,5.0,EARTH,77430,4,2,2
Infinitrack Drag Shovel,Effect Monster,effect,Machine,,1500.0,2100.0,5.0,EARTH,48398,2,1,1
Infinitrack Earth Slicer,XYZ Monster,xyz,Machine,,3100.0,2100.0,9.0,EARTH,296676,6,2,4
Infinitrack Fortress Megaclops,Link Monster,link,Machine,,4000.0,,,EARTH,396603,12,0,12
Infinitrack Goliath,Link Monster,link,Machine,,1000.0,,,EARTH,257573,2,1,1
Infinitrack Harvester,Effect Monster,effect,Machine,,0.0,2100.0,2.0,EARTH,272679,7,2,5
Infinitrack Mountain Smasher,XYZ Monster,xyz,Machine,,2100.0,3100.0,7.0,EARTH,131575,5,2,3
Infinitrack River Stormer,XYZ Monster,xyz,Machine,,2500.0,500.0,5.0,EARTH,348430,2,4,-2
Infinitrack Road Roller,Effect Monster,effect,Machine,,2100.0,2100.0,5.0,EARTH,39212,0,0,0
Infinitrack Trencher,Effect Monster,effect,Machine,,500.0,2400.0,5.0,EARTH,227353,3,2,1
Infinitrack Tunneller,Effect Monster,effect,Machine,,2200.0,500.0,5.0,EARTH,229563,4,2,2
Infinity Dark,Gemini Monster,effect,Fiend,,1500.0,1200.0,4.0,DARK,40731,9,0,9
"Infinity of the Sacred Beasts - Raviel, Lord of Phantasms",Effect Monster,effect,Fiend,,4000.0,4000.0,10.0,DARK,113059,0,0,0
Influence Dragon,Tuner Monster,effect,Dragon,,300.0,900.0,3.0,WIND,33555,0,1,-1
Informer Spider,Effect Monster,effect,Insect,,500.0,1800.0,4.0,EARTH,43962,7,0,7
Inherited Fortune,Trap Card,trap,Normal,,,,,,41574,3,4,-1
Injection Fairy Lily,Effect Monster,effect,Spellcaster,,400.0,1500.0,3.0,EARTH,425443,94,2,92
Inmato,Effect Monster,effect,Plant,,1400.0,800.0,3.0,DARK,36628,1,0,1
Inner Conflict,Skill Card,skill,Yami Bakura,,,,,,6702,0,2,-2
Inpachi,Normal Monster,normal,Machine,,1600.0,1900.0,4.0,EARTH,83567,1,0,1
Insect Armor with Laser Cannon,Spell Card,spell,Equip,,,,,,76658,4,0,4
Insect Barrier,Spell Card,spell,Continuous,,,,,,262669,9,1,8
Insect Imitation,Spell Card,spell,Normal,,,,,,241636,2,0,2
Insect Invitation,Spell Card,spell,Continuous,,,,,,16674,0,0,0
Insect Knight,Normal Monster,normal,Insect,,1900.0,1500.0,4.0,EARTH,273371,7,2,5
Insect Neglect,Spell Card,spell,Continuous,,,,,,61113,0,0,0
Insect Princess,Effect Monster,effect,Insect,,1900.0,1200.0,6.0,WIND,66370,8,0,8
Insect Queen,Effect Monster,effect,Insect,,2200.0,2400.0,7.0,EARTH,161756,9,2,7
Insect Soldiers of the Sky,Effect Monster,effect,Insect,,1000.0,800.0,3.0,WIND,238162,2,0,2
Inspection,Spell Card,spell,Continuous,,,,,,174166,4,2,2
Inspector Boarder,Effect Monster,effect,Machine,,2000.0,2000.0,4.0,LIGHT,505176,18,5,13
Inspiration,Trap Card,trap,Normal,,,,,,17389,0,0,0
Instant Contact,Spell Card,spell,Normal,,,,,,121725,3,0,3
Instant Fusion,Spell Card,spell,Normal,Limited,,,,,2750347,24,4,20
Instant Neo Space,Spell Card,spell,Equip,,,,,,66230,2,1,1
Intercept,Trap Card,trap,Counter,,,,,,23455,1,0,1
Intercept Wave,Spell Card,spell,Quick-Play,,,,,,17386,3,0,3
Interceptomato,Effect Monster,effect,Plant,,800.0,800.0,2.0,EARTH,23251,5,0,5
Interdimensional Matter Forwarder,Spell Card,spell,Continuous,,,,,,20130,0,0,0
Interdimensional Matter Transporter,Trap Card,trap,Normal,,,,,,215535,2,1,1
Interdimensional Warp,Trap Card,trap,Normal,,,,,,34214,0,0,0
"Interplanetary Invader ""A""",Effect Monster,effect,Reptile,,0.0,500.0,1.0,LIGHT,36545,1,0,1
Interplanetarypurplythorny Beast,Effect Monster,effect,Beast,,1100.0,2200.0,5.0,DARK,28518,2,0,2
Interplanetarypurplythorny Dragon,Effect Monster,effect,Dragon,,2200.0,1100.0,5.0,DARK,103655,5,0,5
Interrupt Resistor,Effect Monster,effect,Cyberse,,0.0,2100.0,6.0,LIGHT,26232,3,2,1
Interrupted Kaiju Slumber,Spell Card,spell,Normal,,,,,,914400,12,2,10
Intimidating Ore - Summonite,Trap Card,trap,Normal,,,,,,20079,0,0,0
Into the Darkness Below,Skill Card,skill,Yami Bakura,,,,,,7976,1,0,1
Into the Void,Spell Card,spell,Normal,Limited,,,,,697108,8,0,8
Intrigue Shield,Trap Card,trap,Normal,,,,,,29596,1,1,0
Introduction to Gallantry,Trap Card,trap,Normal,,,,,,26340,1,0,1
Intruder Alarm - Yellow Alert,Trap Card,trap,Normal,,,,,,9876,5,2,3
Invader from Another Dimension,Normal Monster,normal,Fiend,,950.0,1400.0,4.0,DARK,12813,6,0,6
Invader of Darkness,Effect Monster,effect,Fiend,,2900.0,2500.0,8.0,DARK,160908,8,0,8
Invader of the Throne,Flip Effect Monster,effect,Warrior,,1350.0,1700.0,4.0,EARTH,120057,8,1,7
Invasion of Flames,Effect Monster,effect,Pyro,,1300.0,1200.0,3.0,FIRE,60352,1,2,-1
Inverse Universe,Trap Card,trap,Normal,,,,,,58593,8,0,8
Invigoration,Spell Card,spell,Equip,,,,,,80843,2,0,2
Invincibility Barrier,Trap Card,trap,Continuous,,,,,,12756,2,0,2
Invitation to a Dark Sleep,Effect Monster,effect,Spellcaster,,1500.0,1800.0,5.0,DARK,159741,5,0,5
Invocation,Spell Card,spell,Normal,,,,,,1116539,27,5,22
"Invocation - ""Sword""",Spell Card,spell,Quick-Play,,,,,,109011,0,0,0
Invoked Augoeides,Fusion Monster,fusion,Fairy,,2000.0,2800.0,8.0,LIGHT,503900,9,2,7
Invoked Baybarron,Fusion Monster,fusion,Illusion,,2450.0,2450.0,7.0,FIRE,88163,0,0,0
Invoked Caliga,Fusion Monster,fusion,Beast,,1000.0,1800.0,4.0,DARK,573067,9,2,7
Invoked Cocytus,Fusion Monster,fusion,Dragon,,1800.0,2900.0,6.0,WATER,165165,6,0,6
Invoked Elysium,Fusion Monster,fusion,Fairy,,3200.0,4000.0,10.0,LIGHT,284134,7,1,6
Invoked Magellanica,Fusion Monster,fusion,Rock,,3000.0,3300.0,8.0,EARTH,152705,8,1,7
Invoked Magistus Omega,Fusion Monster,fusion,Beast,,2800.0,2000.0,8.0,DARK,105057,0,0,0
Invoked Mechaba,Fusion Monster,fusion,Machine,,2500.0,2100.0,9.0,LIGHT,1339987,12,3,9
Invoked Oceanus,Fusion Monster,fusion,Sea Serpent,,3000.0,3000.0,9.0,EARTH,76043,0,0,0
Invoked Purgatrio,Fusion Monster,fusion,Fiend,,2300.0,2000.0,7.0,FIRE,567392,9,2,7
Invoked Raidjin,Fusion Monster,fusion,Warrior,,2200.0,2400.0,5.0,WIND,550526,11,1,10
Invoked Sorath,Fusion Monster,fusion,Pyro,,1600.0,2600.0,6.0,LIGHT,95991,0,0,0
Inzektor Ant,Effect Monster,effect,Insect,,200.0,600.0,3.0,DARK,28932,2,2,0
Inzektor Axe - Zektahawk,Spell Card,spell,Equip,,,,,,21732,1,0,1
Inzektor Centipede,Effect Monster,effect,Insect,,1600.0,1200.0,3.0,DARK,92828,3,2,1
Inzektor Crossbow - Zektarrow,Spell Card,spell,Equip,,,,,,18452,1,3,-2
Inzektor Dragonfly,Effect Monster,effect,Insect,,1000.0,1800.0,3.0,DARK,94181,8,1,7
Inzektor Earwig,Effect Monster,effect,Insect,,1000.0,1000.0,4.0,DARK,28508,3,1,2
Inzektor Exa-Beetle,XYZ Monster,xyz,Insect,,1000.0,1000.0,6.0,DARK,64789,3,0,3
Inzektor Exa-Stag,XYZ Monster,xyz,Insect,,800.0,800.0,5.0,DARK,63802,2,1,1
Inzektor Firefly,Effect Monster,effect,Insect,,100.0,100.0,1.0,DARK,24235,1,0,1
Inzektor Gauntlet,Trap Card,trap,Normal,,,,,,20595,2,0,2
Inzektor Giga-Cricket,Effect Monster,effect,Insect,,2000.0,1300.0,5.0,DARK,30515,1,0,1
Inzektor Giga-Mantis,Effect Monster,effect,Insect,,2400.0,0.0,6.0,DARK,76441,3,1,2
Inzektor Giga-Weevil,Effect Monster,effect,Insect,,0.0,2600.0,6.0,DARK,54170,1,1,0
Inzektor Hopper,Effect Monster,effect,Insect,,1700.0,1400.0,4.0,DARK,48083,1,1,0
Inzektor Hornet,Effect Monster,effect,Insect,,500.0,200.0,3.0,DARK,88200,2,0,2
Inzektor Ladybug,Effect Monster,effect,Insect,,500.0,100.0,2.0,DARK,74898,1,0,1
Inzektor Orb,Trap Card,trap,Normal,,,,,,15501,1,1,0
Inzektor Picofalena,Link Monster,link,Insect,,1000.0,,0.0,DARK,175275,8,2,6
Inzektor Sword - Zektkaliber,Spell Card,spell,Equip,,,,,,57663,1,1,0
Ipiria,Effect Monster,effect,Reptile,,500.0,500.0,2.0,EARTH,128169,3,1,2
"Iris, the Earth Mother",Effect Monster,effect,Fairy,,2400.0,1200.0,6.0,LIGHT,40744,8,1,7
Iron Blacksmith Kotetsu,Flip Effect Monster,effect,Beast-Warrior,,500.0,500.0,2.0,FIRE,192557,2,0,2
Iron Cage,Spell Card,spell,Continuous,,,,,,32956,3,0,3
Iron Call,Spell Card,spell,Normal,,,,,,100239,3,1,2
Iron Chain Blaster,Effect Monster,effect,Warrior,,1100.0,0.0,2.0,EARTH,44526,0,0,0
Iron Chain Coil,Tuner Monster,effect,Machine,,1100.0,1600.0,3.0,EARTH,58286,0,0,0
Iron Chain Dragon,Synchro Monster,synchro,Dragon,,2500.0,1300.0,6.0,EARTH,351731,7,2,5
Iron Chain Repairman,Effect Monster,effect,Warrior,,1600.0,1200.0,4.0,EARTH,44311,2,1,1
Iron Chain Snake,Effect Monster,effect,Reptile,,800.0,1200.0,3.0,EARTH,61524,6,1,5
Iron Core Armor,Spell Card,spell,Equip,,,,,,20799,0,0,0
Iron Core Immediate Disposal,Spell Card,spell,Normal,,,,,,25120,2,0,2
Iron Core Luster,Trap Card,trap,Counter,,,,,,27514,2,0,2
Iron Core of Koa'ki Meiru,Spell Card,spell,Normal,,,,,,50162,2,0,2
Iron Core Specimen Lab,Spell Card,spell,Field,,,,,,22141,0,0,0
Iron Dragon Tiamaton,Effect Monster,effect,Dragon,,2000.0,0.0,4.0,DARK,136591,8,2,6
Iron Draw,Spell Card,spell,Normal,,,,,,148805,6,4,2
Iron Hans,Effect Monster,effect,Warrior,,1200.0,800.0,4.0,EARTH,51509,4,0,4
Iron Knight,Effect Monster,effect,Warrior,,1700.0,700.0,4.0,EARTH,52585,6,2,4
Iron Knight of Revolution,Link Monster,link,Machine,,2400.0,,0.0,EARTH,16160,7,1,6
Iron Thunder,Trap Card,trap,Counter,,,,,,247635,0,0,0
Ironhammer the Giant,Effect Monster,effect,Rock,,900.0,3500.0,8.0,EARTH,19657,1,0,1
Island Turtle,Normal Monster,normal,Aqua,,1100.0,2000.0,4.0,WATER,130390,11,0,11
"Isolde, Belle of the Underworld",Effect Monster,effect,Zombie,,1000.0,0.0,4.0,DARK,63649,14,3,11
"Isolde, Two Tales of the Noble Knights",Link Monster,link,Warrior,Forbidden,1600.0,,0.0,LIGHT,1050581,22,6,16
It's a Toon World!,Skill Card,skill,Pegasus,,,,,,11768,13,5,8
It's Jinzo!,Skill Card,skill,Espa Roba,,,,,,8017,0,0,0
"It's No Monster, It's a God!",Skill Card,skill,Seto Kaiba,,,,,,9754,7,0,7
Ivy Shackles,Trap Card,trap,Continuous,,,,,,52106,3,0,3
"Ixeep, Omen of the Ghoti",Effect Monster,effect,Fish,,1500.0,0.0,4.0,WATER,63911,0,0,0
Izanagi,Effect Monster,effect,Fairy,,2200.0,1000.0,6.0,WIND,40787,2,1,1
Izanami,Spirit Monster,effect,Fairy,,1100.0,1800.0,4.0,WATER,49904,4,0,4
Jabbing Panda,Effect Monster,effect,Beast-Warrior,,1500.0,1000.0,3.0,WATER,15800,1,0,1
Jack Wyvern,Effect Monster,effect,Machine,,1800.0,0.0,4.0,DARK,62906,8,1,7
Jack-In-The-Hand,Spell Card,spell,Normal,,,,,,254720,6,2,4
Jack-o-Bolan,Effect Monster,effect,Zombie,,1500.0,2200.0,7.0,FIRE,441481,17,0,17
Jack's Knight,Normal Monster,normal,Warrior,,1900.0,1000.0,5.0,LIGHT,280125,7,2,5
Jackpot 7,Spell Card,spell,Normal,,,,,,99287,5,0,5
Jade Dragon Mech,Synchro Monster,synchro,Machine,,2700.0,1800.0,9.0,WIND,24703,0,0,0
Jade Insect Whistle,Spell Card,spell,Normal,,,,,,81857,2,1,1
Jade Knight,Effect Monster,effect,Machine,,1000.0,1800.0,4.0,LIGHT,85063,2,1,1
"Jain, Lightsworn Paladin",Effect Monster,effect,Warrior,,1800.0,1200.0,4.0,LIGHT,319803,6,4,2
"Jain, Twilightsworn General",Effect Monster,effect,Warrior,,1800.0,1200.0,4.0,DARK,62541,6,0,6
Jam Breeding Machine,Spell Card,spell,Continuous,,,,,,215659,7,2,5
Jam Defender,Trap Card,trap,Continuous,,,,,,225377,4,0,4
Jar of Avarice,Trap Card,trap,Normal,,,,,,412028,16,1,15
Jar of Generosity,Trap Card,trap,Normal,,,,,,21567,0,3,-3
Jar of Greed,Trap Card,trap,Normal,,,,,,529295,7,4,3
